Price,Close,High,Low,Open,Volume,Daily Return,MA50,MA200,Volatility,Cumulative Return
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,,,,,
Date,,,,,,,,,,
2025-01-01,1216.391845703125,1221.4218053468785,1206.7802092584152,1210.0172807004092,5892590,,,,,
2025-01-02,1236.860107421875,1239.4994683243335,1215.1467802555553,1216.3918076943417,15486276,0.016827029703506913,,,,1.016827029703507
2025-01-03,1246.1729736328125,1257.0296379589822,1230.5852047154665,1238.9518139936486,15521102,0.007529441814037696,,,,1.0244831696586003
2025-01-06,1213.15478515625,1256.9797527645217,1210.1667191829588,1248.961727102304,14816766,-0.026495670484899647,,,,0.9973388011780004
2025-01-07,1235.913818359375,1239.5493228115217,1216.3918123612464,1217.1388288273843,10070505,0.018760205607393887,,,,1.0160490821483315
2025-01-08,1260.4658203125,1265.9937909556584,1240.395953024955,1244.0314575822304,19346579,0.01986546439436765,,,,1.036233369012679
2025-01-09,1249.758544921875,1264.6988742096441,1243.0852464738894,1261.9598138402198,12794704,-0.008494697133453744,,,,1.0274308803833379
2025-01-10,1236.959716796875,1251.750618829338,1231.0831628192257,1248.8621307808614,8120332,-0.01024104070102605,,,,1.016908918919841
2025-01-13,1234.9178466796875,1240.2963897717905,1221.5213994754447,1225.1070543419412,13764861,-0.0016507167448225335,,,,1.0152302903394206
2025-01-14,1233.822265625,1248.3641626627486,1222.3680125031533,1239.1509590647415,13095266,-0.0008871691810375948,,,,1.0143296093141756
2025-01-15,1247.2186279296875,1251.9995818882041,1236.90982514039,1239.9974688456068,9578856,0.010857611082177643,,,,1.0253428057212461
2025-01-16,1261.4119873046875,1269.9280238633037,1246.3223515830243,1253.8920943102864,14117603,0.01138000913164694,,,,1.0370112162134224
2025-01-17,1297.169189453125,1320.7251333812799,1279.888232575373,1316.9900509904955,29366277,0.028346965549963965,,,,1.0664073374343506
2025-01-20,1300.2568359375,1310.764916385877,1295.0775703121099,1310.764916385877,14040244,0.002380295885440198,,,,1.0689457024318487
2025-01-21,1268.6331787109375,1307.776892128252,1265.1471016946018,1305.2868371165837,14562976,-0.02432108515219722,,,,1.0429477829799285
2025-01-22,1272.0196533203125,1277.7966294698952,1263.6530443254642,1273.2149526536994,10273590,0.0026693883355755066,,,,1.0457318156264295
2025-01-23,1258.6231689453125,1272.2686211078578,1256.581275301743,1264.9478840486133,8720682,-0.010531664616998282,,,,1.0347185188649273
2025-01-24,1241.34228515625,1267.9360243063209,1238.5533748820974,1260.9638702056575,14235970,-0.013729990211083898,,,,1.0205118437296845
2025-01-27,1224.4595947265625,1235.515414368934,1215.1468135462453,1234.1708090151494,9536019,-0.013600350710330056,,,,1.0066325247509154
2025-01-28,1229.4896240234375,1239.7984277662488,1213.6528493538253,1233.0752790316255,10568025,0.004107958579064652,,,,1.0107677294669315
2025-01-29,1230.585205078125,1237.8063647194172,1223.1648896668228,1231.0832160878692,5928156,0.0008910860517084007,,,,1.0116684104921765
2025-01-30,1248.0654296875,1251.9996679975989,1227.497550840604,1230.635044492625,9269259,0.014204806410186954,,,0.23252513652490253,1.0260389644145194
2025-01-31,1260.0673828125,1261.9598488917904,1244.0314532484974,1250.8541794958078,6584612,0.00961644545190632,,,0.22776171189777683,1.0359058121473421
2025-02-01,1259.5693359375,1265.495739501575,1236.0632421918099,1260.0673469134033,7118453,-0.0003952541600500403,,,0.22654315983312676,1.0354963660656709
2025-02-03,1240.94384765625,1251.003645649064,1232.6270881824535,1246.0235355947286,9252345,-0.014787187771117871,,,0.21206207460201276,1.0201842868643476
2025-02-04,1280.08740234375,1283.6731787459128,1241.6409781641657,1243.0852829885687,16691069,0.031543373023227295,,,0.22934613318717906,1.0523643403773448
2025-02-05,1273.115234375,1285.366353249074,1271.6212014188793,1277.5476050956522,10112028,-0.0054466343126137184,,,0.22078782412708245,1.0466324966516745
2025-02-06,1276.4520263671875,1282.8763195509282,1265.2965071593937,1268.6331564996678,9956001,0.002620966195432839,,,0.21838400935231106,1.04937568504444
2025-02-07,1261.6610107421875,1278.5933846345008,1256.979756005846,1271.073491533156,8764283,-0.011587600097353934,,,0.21931269106226742,1.0372159392542581
2025-02-10,1248.6629638671875,1261.461821832557,1240.5952102474196,1259.469777897567,6970972,-0.010302329044276082,,,0.22266846400318463,1.0265301993580929
2025-02-11,1229.937744140625,1259.5196705337273,1225.2066396338644,1259.5196705337273,8859714,-0.014996216167547205,,,0.22914201170626938,1.0111361305860036
2025-02-12,1211.7105712890625,1222.0193743195214,1188.6027887286011,1214.5989377224967,21131654,-0.014819589803139244,,,0.23099575920670795,0.9961515078955856
2025-02-13,1211.2623291015625,1223.1150152108587,1207.1786632211406,1212.2086229517822,8511216,-0.0003699251274362769,,,0.226426377278916,0.9957830064220815
2025-02-14,1212.40771484375,1219.1308629852126,1200.6546072366423,1214.1507532507958,10298145,0.0009456132785348181,,,0.19859198691695792,0.9967246320554936
2025-02-17,1220.02734375,1222.6169765728448,1199.7084711054922,1206.2821918357026,8166683,0.006284708364159508,,,0.20041134845357708,1.0029887556873365
2025-02-18,1220.525390625,1225.0074896525716,1211.2623373341316,1219.9775298877432,6673250,0.0004082259939102162,,,0.18489661386600792,1.0033982017690077
2025-02-19,1222.567138671875,1227.8461038341088,1212.706618273488,1214.6488125132394,6217338,0.0016728435660231522,,,0.1846268247678829,1.0050767299949963
2025-02-20,1228.0950927734375,1234.4198079853766,1217.1388510698625,1219.0810452834291,7795582,0.004521595523635513,,,0.18303684490635808,1.0096212804382518
2025-02-21,1223.264404296875,1235.0672403005465,1217.2882724889691,1223.8121434284387,6904025,-0.003933480806973422,,,0.1775881052302419,1.005649954509336
2025-02-24,1209.718505859375,1218.3838481751116,1205.68456833515,1211.7105497558396,7172498,-0.011073565444983391,,,0.17546749808432477,0.9945138239233323
2025-02-25,1199.21044921875,1216.1428226711741,1196.7203942992758,1206.1826029932777,11552182,-0.008686365125215811,,,0.17680906060096652,0.9858751137266597
2025-02-27,1202.298095703125,1210.166693583284,1195.8738026303336,1207.975493883109,11509215,0.0025747328055609753,,,0.17714718869521023,0.9884134787241579
2025-02-28,1195.325927734375,1212.5073065135477,1188.5530513693543,1197.218393771922,23007298,-0.0057990343606695305,,,0.16880211912078583,0.9826816349984876
2025-03-03,1166.5906982421875,1201.6506219268736,1151.4013636439433,1199.2104168056296,17944938,-0.02403966050217987,,,0.17953914814413022,0.9590583021113969
2025-03-04,1157.2779541015625,1169.3297956512124,1154.9373267832577,1157.576687742468,11377373,-0.007982871931567215,,,0.17975485036833222,0.9514022625107352
2025-03-05,1170.9234619140625,1178.2940491759787,1152.3974766666165,1156.3815647449799,8664095,0.011791037549914618,,,0.18313885066585803,0.9626202823130731
2025-03-06,1204.7882080078125,1209.1208794668382,1180.4355183146993,1192.2383549047067,14468014,0.02892140024113332,,,0.17708706878158215,0.9904606087780822
2025-03-07,1244.828369140625,1249.8084792402678,1207.178688153437,1211.1627762331514,16474965,0.033234190762060356,,,0.21623484837568913,1.0233777655925194
2025-03-10,1233.4736328125,1252.9956391209716,1230.4855669004469,1240.0473535020744,11931051,-0.00912152760140239,,,0.21759154597975677,1.0140429970570057
2025-03-11,1242.3382568359375,1244.5294565449083,1224.858022557904,1235.0672477916657,10089838,0.007186715457569104,1235.0164599609375,,0.21638515121633276,1.021330635538595
2025-03-12,1252.0494384765625,1257.9757204337955,1239.0513034201438,1252.995610693361,11977555,0.007816857918678366,1235.7296118164063,,0.21529853623823184,1.0293142320045936
2025-03-13,1242.9359130859375,1259.1212710412995,1238.901975238559,1255.0376050433522,9505270,-0.007278886208929469,1235.8511279296874,,0.21002315819945083,1.0218219708366005
2025-03-17,1233.9217529296875,1252.3980085038181,1228.1946267891797,1237.208673957254,16640917,-0.007252312899922453,1235.606103515625,,0.20459618157068973,1.014411398176078
2025-03-18,1233.9217529296875,1233.9217529296875,1233.9217529296875,1233.9217529296875,0,0.0,1236.0214428710938,,0.20457026356726055,1.014411398176078
2025-03-19,1242.1888427734375,1248.2645525643281,1233.8720835165427,1236.113132982547,16162399,0.006699849341436304,1236.146943359375,,0.20553353183431564,1.0212078017140935
2025-03-20,1264.101318359375,1267.9359786597456,1245.0773228865291,1246.8700894970418,15971477,0.017640212849612702,1236.2196533203125,,0.21268825010558012,1.0392221247000153
2025-03-21,1271.2725830078125,1275.9041093610767,1265.0474458622177,1269.927977701306,21780769,0.005673014136038379,1236.6499340820312,,0.2130432267070277,1.0451176465039222
2025-03-24,1296.920166015625,1300.8046759652354,1279.141198398433,1285.86434660882,20299319,0.02017473148609139,1237.8491430664062,,0.2221039851205321,1.0662026143935146
2025-03-25,1280.33642578125,1302.497915186312,1277.4977874103538,1302.497915186312,13713899,-0.012787017018420888,1238.7575146484376,,0.22852001076927855,1.05256906341818
2025-03-26,1267.98583984375,1288.6532960847499,1263.7028966635362,1285.8643858858131,12074747,-0.009646359885421396,1239.4407861328125,,0.2312559234104311,1.0424156034281873
2025-03-27,1273.115234375,1279.8882324099652,1266.242780044616,1273.0655062272906,15028056,0.004045309001149411,1239.9587182617188,,0.22652383255244615,1.046632496651674
2025-03-28,1270.027587890625,1290.5954658598978,1263.9518781988888,1274.9081198538831,18147129,-0.0024252686646160093,1240.1310302734375,,0.22363696729162716,1.0440941316541759
2025-04-01,1247.6170654296875,1272.8164693011493,1244.330265958221,1259.5693287834792,12099648,-0.017645697364857216,1239.1399877929687,,0.23462701621043075,1.0256703625865828
2025-04-02,1246.1729736328125,1250.5554948342144,1238.9518139936486,1242.5873186806543,10142590,-0.001157479996779065,1238.058310546875,,0.23326316388137555,1.0244831696585996
2025-04-03,1243.732666015625,1246.8204315907722,1228.145018441354,1228.145018441354,7434366,-0.0019582414871938125,1237.5603002929688,,0.21383179484610093,1.0224769842128423
2025-04-04,1199.9075927734375,1240.4954871764826,1188.4036122186155,1236.1628160172713,17908652,-0.035236730882516665,1236.1180590820313,,0.24955172712046472,0.9864482378865671
