Price,Close,High,Low,Open,Volume,Return,MA20,MA50,MA200,Volatility21
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,,,,
Date,,,,,,,,,,
2024-10-23,24435.5,24604.25,24378.099609375,24378.150390625,284600,-0.001495564743491773,25173.7173828125,25122.1009375,23346.332197265627,0.1190735685784349
2024-10-24,24399.400390625,24480.650390625,24341.19921875,24412.69921875,216700,-0.0014773427748562273,25093.4798828125,25127.3089453125,23359.619697265625,0.11872735222082874
2024-10-25,24180.80078125,24440.25,24073.900390625,24418.05078125,372600,-0.008959220549493163,24991.7173828125,25128.0499609375,23372.194697265626,0.11884083552161588
2024-10-28,24339.150390625,24492.599609375,24134.900390625,24251.099609375,278600,0.0065485676346082045,24899.72744140625,25124.0099609375,23386.303701171873,0.11699151907315436
2024-10-29,24466.849609375,24484.5,24140.849609375,24328.849609375,332000,0.0052466588480091225,24832.52744140625,25121.8939453125,23400.344951171875,0.12070807450763162
2024-10-30,24340.849609375,24498.19921875,24307.30078125,24371.44921875,285200,-0.005149825253829232,24759.72490234375,25114.7339453125,23413.4951953125,0.11437525508822165
2024-10-31,24205.349609375,24372.44921875,24172.599609375,24349.849609375,287000,-0.005566773640794054,24707.48740234375,25103.436953125,23426.956943359375,0.11446954348224797
2024-11-01,24304.349609375,24368.25,24280.19921875,24302.75,38800,0.004090004961616156,24671.97490234375,25093.2939453125,23440.754443359376,0.09582755172853526
2024-11-04,23995.349609375,24316.75,23816.150390625,24315.75,285500,-0.0127137736646451,24631.9548828125,25076.7379296875,23452.6376953125,0.09981545264292735
2024-11-05,24213.30078125,24229.05078125,23842.75,23916.5,289500,0.00908305881860727,24591.96240234375,25060.791953125,23465.468203125,0.1035771467197451
2024-11-06,24484.05078125,24537.599609375,24204.05078125,24308.75,351100,0.011181870759630508,24567.06748046875,25050.11796875,23478.415703125,0.10676687848839711
2024-11-07,24199.349609375,24503.349609375,24179.05078125,24489.599609375,322200,-0.011628025706147627,24527.1125,25033.05796875,23488.925205078125,0.1129513984750195
2024-11-08,24148.19921875,24276.150390625,24066.650390625,24207.69921875,298700,-0.002113709312467793,24486.3099609375,25012.98296875,23499.504697265624,0.11269432416522553
2024-11-11,24141.30078125,24336.80078125,24004.599609375,24087.25,273400,-0.00028567088740283353,24436.9775390625,24991.0909765625,23512.351455078126,0.11278744395037985
2024-11-12,23883.44921875,24242.0,23839.150390625,24225.80078125,255800,-0.010680930776533315,24378.28251953125,24963.1859765625,23524.457451171875,0.11294231673435877
2024-11-13,23559.05078125,23873.599609375,23509.599609375,23822.44921875,304600,-0.013582562322921432,24307.67001953125,24928.77,23534.140703125,0.11942396990679664
2024-11-14,23532.69921875,23675.900390625,23484.150390625,23542.150390625,257700,-0.0011185324376894457,24246.8125,24895.45,23545.6101953125,0.11956395098716234
2024-11-18,23453.80078125,23606.80078125,23350.400390625,23605.30078125,263300,-0.0033527151631265184,24176.8,24861.6240234375,23555.609453125,0.11754315774057368
2024-11-19,23518.5,23780.650390625,23464.80078125,23529.55078125,297500,0.002758581406631766,24113.67001953125,24834.951015625,23566.438955078123,0.11659783686787559
2024-11-21,23349.900390625,23507.30078125,23263.150390625,23488.44921875,420300,-0.007168807933116472,24057.56005859375,24803.221015625,23574.500458984374,0.11766815773442599
2024-11-22,23907.25,23956.099609375,23359.0,23411.80078125,367600,0.023869464111237804,24031.14755859375,24780.5440234375,23586.4262109375,0.14435967147847295
2024-11-25,24221.900390625,24351.55078125,24135.44921875,24253.55078125,687200,0.013161295867362366,24022.27255859375,24766.613046875,23598.907216796873,0.15251626071193575
2024-11-26,24194.5,24343.30078125,24125.400390625,24343.30078125,230700,-0.0011312238174179257,24022.95751953125,24742.7250390625,23611.392470703126,0.15248942786380448
2024-11-27,24274.900390625,24354.55078125,24145.650390625,24204.80078125,295000,0.003323085437806128,24019.74501953125,24721.093046875,23623.49796875,0.1496696445400266
2024-11-28,23914.150390625,24345.75,23873.349609375,24274.150390625,366700,-0.014861029054492936,23992.11005859375,24691.7010546875,23634.210224609375,0.1564957082623753
2024-11-29,24131.099609375,24188.44921875,23927.150390625,23927.150390625,282100,0.009072001940535257,23981.62255859375,24665.95203125,23645.218720703124,0.15889826600831622
2024-12-02,24276.05078125,24301.69921875,24008.650390625,24140.849609375,220400,0.006006820004948565,23985.1576171875,24643.92203125,23656.946474609376,0.15958071265951787
2024-12-03,24457.150390625,24481.349609375,24280.0,24367.5,339500,0.007460011144599932,23992.79765625,24624.7490234375,23670.64248046875,0.16031484092135423
2024-12-04,24467.44921875,24573.19921875,24366.30078125,24488.75,348000,0.00042109681465385407,24016.40263671875,24598.2790234375,23684.0672265625,0.15979451335826503
2024-12-05,24708.400390625,24857.75,24295.55078125,24539.150390625,361500,0.009847825562885104,24041.1576171875,24573.666015625,23699.528974609377,0.15558172421500352
2024-12-06,24677.80078125,24751.05078125,24620.5,24729.44921875,226700,-0.0012384293961259507,24050.8451171875,24548.4140234375,23714.201728515625,0.15328525876584978
2024-12-09,24619.0,24705.0,24580.05078125,24633.900390625,248100,-0.0023827399277279726,24071.82763671875,24520.711015625,23728.096474609374,0.14901898086167312
2024-12-10,24610.05078125,24677.80078125,24510.650390625,24652.650390625,261000,-0.0003635086213900074,24094.92021484375,24488.591015625,23741.592978515626,0.14262659352163698
2024-12-11,24641.80078125,24691.75,24583.849609375,24620.5,187300,0.0012901233029631864,24119.94521484375,24457.848046875,23754.598486328126,0.142225235772843
2024-12-12,24548.69921875,24675.25,24527.94921875,24604.44921875,266100,-0.003778196379659149,24153.20771484375,24432.6050390625,23766.730732421875,0.14313535400043287
2024-12-13,24768.30078125,24792.30078125,24180.80078125,24498.349609375,310100,0.008945547808588916,24213.67021484375,24412.033046875,23779.587490234375,0.13933445084088977
2024-12-16,24668.25,24781.25,24601.75,24753.400390625,187600,-0.004039468921733236,24270.44775390625,24400.3960546875,23792.653486328127,0.12967177150215026
2024-12-17,24336.0,24624.099609375,24303.44921875,24584.80078125,264900,-0.013468730047733413,24314.55771484375,24386.8240625,23803.246240234374,0.14030549319578503
2024-12-18,24198.849609375,24394.44921875,24149.849609375,24297.94921875,235300,-0.005635699812006956,24348.5751953125,24374.8860546875,23813.1769921875,0.1415458356443765
2024-12-19,23951.69921875,24004.900390625,23870.30078125,23877.150390625,271100,-0.010213311567061067,24378.66513671875,24353.65703125,23822.325234375,0.14714685565073699
2024-12-20,23587.5,24065.80078125,23537.349609375,23960.69921875,442700,-0.01520556915080562,24362.67763671875,24325.768046875,23829.270986328123,0.1551241513442507
2024-12-23,23753.44921875,23869.55078125,23647.19921875,23738.19921875,189800,0.0070354729729729115,24339.255078125,24300.868046875,23838.28248046875,0.1325220396543778
2024-12-24,23727.650390625,23867.650390625,23685.150390625,23769.099609375,177700,-0.0010861087115143775,24315.91259765625,24276.1360546875,23847.006728515626,0.12318363010327105
2024-12-26,23750.19921875,23854.5,23653.599609375,23775.80078125,177700,0.0009503186263191132,24289.6775390625,24248.5810546875,23854.063974609377,0.1233564933243484
2024-12-27,23813.400390625,23938.849609375,23800.599609375,23801.400390625,176800,0.002661079652128029,24284.6400390625,24223.7020703125,23861.102978515624,0.12309512492429442
2024-12-30,23644.900390625,23915.349609375,23599.30078125,23796.900390625,364900,-0.007075847935867907,24260.330078125,24197.1740625,23867.5459765625,0.11462018053410873
2024-12-31,23644.80078125,23689.849609375,23460.44921875,23560.599609375,193600,-4.212721278373799e-06,24228.767578125,24175.0730859375,23873.3997265625,0.10924177575880274
2025-01-01,23742.900390625,23822.80078125,23562.80078125,23637.650390625,154900,0.004148887118253564,24193.055078125,24152.850078125,23879.646474609373,0.10793350437123674
2025-01-02,24188.650390625,24226.69921875,23751.55078125,23783.0,283200,0.018774033191665485,24179.11513671875,24141.00109375,23888.926474609376,0.12493085919107053
2025-01-03,24004.75,24196.44921875,23976.0,24196.400390625,312300,-0.007602755327609123,24143.9326171875,24131.6541015625,23897.271728515625,0.12725900442965726
2025-01-06,23616.05078125,24089.94921875,23551.900390625,24045.80078125,278100,-0.016192595996625703,24090.8451171875,24115.2651171875,23905.363486328126,0.13150478153771117
2025-01-07,23707.900390625,23795.19921875,23637.80078125,23679.900390625,262300,0.0038892874268343647,24045.29013671875,24101.4351171875,23913.169736328124,0.13312666497505438
2025-01-08,23688.94921875,23751.849609375,23496.150390625,23746.650390625,266400,-0.0007993610384197103,23999.23505859375,24091.5980859375,23921.497734375,0.1331634134259507
2025-01-09,23526.5,23689.5,23503.05078125,23674.75,269200,-0.006857594959147506,23943.47001953125,24075.345078125,23928.85173828125,0.13417793534533914
2025-01-10,23431.5,23596.599609375,23344.349609375,23551.900390625,261000,-0.004037999702463213,23887.61005859375,24054.6380859375,23936.9219921875,0.13374656839265706
2025-01-13,23085.94921875,23340.94921875,23047.25,23195.400390625,316500,-0.014747275302477436,23803.49248046875,24029.540078125,23943.156240234373,0.1404406627353179
2025-01-14,23176.05078125,23264.94921875,23134.150390625,23165.900390625,311200,0.003902874499386977,23728.88251953125,24008.9541015625,23948.976748046876,0.13610837941083076
2025-01-15,23213.19921875,23293.650390625,23146.44921875,23250.44921875,228000,0.0016028803979861728,23672.74248046875,23987.13109375,23954.558994140625,0.13703050814420378
2025-01-16,23311.80078125,23391.650390625,23272.05078125,23377.25,299400,0.004247650725383689,23628.3900390625,23973.4601171875,23961.094501953125,0.1334369744762128
2025-01-17,23203.19921875,23292.099609375,23100.349609375,23277.099609375,272900,-0.004658651792672774,23590.9650390625,23953.2580859375,23966.49224609375,0.1331452330881382
2025-01-20,23344.75,23391.099609375,23170.650390625,23290.400390625,301500,0.006100485537167577,23578.8275390625,23930.4720703125,23971.581494140624,0.13240265442341984
2025-01-21,23024.650390625,23426.30078125,22976.849609375,23421.650390625,312900,-0.013711845677293555,23542.38759765625,23906.9780859375,23974.39474609375,0.1304975210163908
2025-01-22,23155.349609375,23169.55078125,22981.30078125,23099.150390625,276000,0.0056764909144164655,23513.77255859375,23887.12109375,23977.904990234376,0.12950894013403408
2025-01-23,23205.349609375,23270.80078125,23090.650390625,23128.30078125,275600,0.0021593282262408753,23486.530078125,23868.4020703125,23981.758486328126,0.13002613430933463
2025-01-24,23092.19921875,23347.30078125,23050.0,23183.900390625,264300,-0.004876047658393667,23450.47001953125,23852.5770703125,23984.64623046875,0.13047521123915048
2025-01-27,22829.150390625,23007.44921875,22786.900390625,22940.150390625,257400,-0.011391241935562957,23409.68251953125,23837.9790625,23986.223486328126,0.1341230617710362
2025-01-28,22957.25,23137.94921875,22857.650390625,22960.44921875,361900,0.005611229817278129,23375.30498046875,23826.470078125,23987.678232421877,0.13523829904265258
2025-01-29,23163.099609375,23183.349609375,22976.5,23026.75,226300,0.008966649288351114,23346.31494140625,23820.6560546875,23990.27998046875,0.139870773262671
2025-01-30,23249.5,23322.05078125,23139.19921875,23169.5,361900,0.003730087599762788,23299.357421875,23815.2760546875,23992.7584765625,0.13968608796017112
2025-01-31,23508.400390625,23546.80078125,23277.400390625,23296.75,304900,0.011135740150325812,23274.53994140625,23818.4460546875,23997.7034765625,0.1281144877515555
2025-02-01,23482.150390625,23632.44921875,23318.30078125,23528.599609375,281000,-0.0011166221250199504,23267.844921875,23809.9440625,24003.751728515625,0.12606456195497284
2025-02-03,23361.05078125,23381.599609375,23222.0,23319.349609375,329700,-0.005157091976693451,23250.50244140625,23792.7270703125,24009.81748046875,0.11460163766761003
2025-02-04,23739.25,23762.75,23423.150390625,23509.900390625,376700,0.016189306820631133,23253.01748046875,23783.6220703125,24018.534482421874,0.12769899263637166
2025-02-05,23696.30078125,23807.30078125,23680.44921875,23801.75,267000,-0.001809207062143936,23261.50751953125,23772.050078125,24026.280986328125,0.127835826269359
2025-02-06,23603.349609375,23773.55078125,23556.25,23761.94921875,307000,-0.003922602634608197,23270.1,23765.8340625,24032.615732421877,0.12623307974825318
2025-02-07,23559.94921875,23694.5,23443.19921875,23649.5,368100,-0.0018387386257991967,23293.8,23754.4110546875,24038.575478515624,0.1255339110760038
2025-02-10,23381.599609375,23568.599609375,23316.30078125,23543.80078125,234200,-0.007570033692307909,23304.07744140625,23736.52203125,24043.471474609374,0.11686380080142823
2025-02-11,23071.80078125,23390.05078125,22986.650390625,23383.55078125,268000,-0.013249684936046169,23297.00751953125,23708.8150390625,24045.97873046875,0.125593893156232
2025-02-12,23045.25,23144.69921875,22798.349609375,23050.80078125,279700,-0.0011507892904301098,23283.67998046875,23680.3710546875,24049.105234375,0.12546219786597645
2025-02-13,23031.400390625,23235.5,22992.19921875,23055.75,265700,-0.0006009745771905495,23275.0900390625,23646.8310546875,24051.045234375,0.12435941540775236
2025-02-14,22929.25,23133.69921875,22774.849609375,23096.44921875,254500,-0.004435266153706374,23254.3150390625,23611.8600390625,24052.667236328125,0.12426872684426601
2025-02-17,22959.5,22974.19921875,22725.44921875,22809.900390625,207400,0.0013192755977626813,23251.05751953125,23578.6700390625,24054.223740234374,0.1221368148491527
2025-02-18,22945.30078125,22992.5,22801.5,22963.650390625,210600,-0.0006184463402948426,23240.555078125,23545.3750390625,24056.57099609375,0.11270504369687205
2025-02-19,22932.900390625,23049.94921875,22814.849609375,22847.25,207000,-0.0005404326900405598,23226.9326171875,23511.19703125,24059.022001953126,0.11070191945007728
2025-02-20,22913.150390625,22923.849609375,22812.75,22821.099609375,240800,-0.0008612081186238907,23217.98017578125,23478.4860546875,24062.07525390625,0.11030328213882619
2025-02-21,22795.900390625,22921.0,22720.30078125,22857.19921875,242800,-0.005117148798882476,23216.31767578125,23439.038046875,24064.542255859375,0.11042468722811456
2025-02-24,22553.349609375,22668.05078125,22518.80078125,22609.349609375,214300,-0.010640105330068539,23196.12265625,23396.7400390625,24067.52150390625,0.10952608231638368
2025-02-25,22547.55078125,22625.30078125,22513.900390625,22516.44921875,250300,-0.00025711604818956513,23165.34521484375,23360.9710546875,24069.98326171875,0.10722494035545835
2025-02-27,22545.05078125,22613.30078125,22508.400390625,22568.94921875,289200,-0.00011087678764998277,23130.12275390625,23327.895078125,24072.18826171875,0.10121136288862702
2025-02-28,22124.69921875,22450.349609375,22104.849609375,22433.400390625,551300,-0.018644959666695105,23060.9376953125,23291.355078125,24071.722509765626,0.11590270945298957
2025-03-03,22119.30078125,22261.55078125,22004.69921875,22194.55078125,282400,-0.00024400049223838316,22992.79521484375,23261.99109375,24071.316259765626,0.10547484177061461
2025-03-04,22082.650390625,22105.05078125,21964.599609375,21974.44921875,253300,-0.0016569416451024388,22928.8751953125,23228.5751171875,24069.710263671874,0.10537790236670704
